epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,2475.43,1.61455,1.12128,1.20394,0.70969,0.64441,0.68928,0.35445,1.68217,1.1967,1.23895,0.0007328,0.0007328,0.0007328
34,2542.78,1.61547,1.14446,1.19618,0.7236,0.6299,0.69331,0.35854,1.71296,1.21111,1.23148,0.0006932,0.0006932,0.0006932
35,2612.32,1.59557,1.11768,1.21228,0.76463,0.61538,0.69955,0.36044,1.68694,1.18619,1.21161,0.0006536,0.0006536,0.0006536
36,2682.62,1.5735,1.11527,1.18472,0.72614,0.63135,0.69489,0.34737,1.71165,1.23058,1.23305,0.000614,0.000614,0.000614
37,2754.59,1.59439,1.09419,1.19895,0.73267,0.62264,0.69263,0.36455,1.6651,1.20726,1.21611,0.0005744,0.0005744,0.0005744
38,2821.7,1.56163,1.09618,1.19042,0.76162,0.62264,0.71447,0.38332,1.6153,1.16508,1.19255,0.0005348,0.0005348,0.0005348
39,2893,1.55953,1.08977,1.17488,0.72454,0.66183,0.72537,0.3803,1.60679,1.13707,1.19005,0.0004952,0.0004952,0.0004952
40,2961.79,1.55405,1.06965,1.16771,0.68224,0.6894,0.71707,0.37499,1.64971,1.13545,1.20534,0.0004556,0.0004556,0.0004556
41,3027.71,1.53231,1.02337,1.17852,0.69776,0.66183,0.6973,0.3653,1.65248,1.16083,1.19586,0.000416,0.000416,0.000416
42,3093.91,1.50801,1.02696,1.19,0.6648,0.67634,0.70617,0.37364,1.61865,1.14079,1.19384,0.0003764,0.0003764,0.0003764
43,3159.43,1.49626,1.00712,1.16069,0.71061,0.67489,0.7207,0.38304,1.59177,1.13732,1.1835,0.0003368,0.0003368,0.0003368
44,3224.91,1.47332,0.97803,1.16609,0.70293,0.64877,0.71265,0.38205,1.57636,1.13615,1.17888,0.0002972,0.0002972,0.0002972
45,3290.81,1.46144,0.96703,1.15969,0.66073,0.67344,0.71161,0.38015,1.58403,1.11801,1.18075,0.0002576,0.0002576,0.0002576
46,3356.27,1.4453,0.96191,1.14503,0.65649,0.69231,0.71597,0.38492,1.59782,1.11577,1.18235,0.000218,0.000218,0.000218
47,3421.14,1.4347,0.9522,1.1367,0.67547,0.70682,0.72696,0.39128,1.5665,1.10372,1.17292,0.0001784,0.0001784,0.0001784
48,3485.96,1.43653,0.93418,1.13018,0.68499,0.69433,0.7208,0.39121,1.55266,1.10059,1.17083,0.0001388,0.0001388,0.0001388
49,3549.15,1.42079,0.93595,1.13557,0.67624,0.66909,0.71703,0.39253,1.54542,1.09372,1.17102,9.92e-05,9.92e-05,9.92e-05
50,3612.24,1.41252,0.93003,1.13944,0.69826,0.66763,0.72463,0.39518,1.5408,1.08682,1.16736,5.96e-05,5.96e-05,5.96e-05
